img;x1;y1;x2;y2
00031.ppm;673;337;711;378
00031.ppm;926;354;945;375
00031.ppm;876;360;892;375
00031.ppm;508;367;541;402
00031.ppm;186;380;350;536
00031.ppm;880;389;908;419
00031.ppm;401;397;428;422
00031.ppm;659;399;715;450
00031.ppm;1069;400;1111;447
00031.ppm;514;402;589;481
00031.ppm;928;418;945;433
00031.ppm;411;419;435;446
00031.ppm;766;428;808;473
00031.ppm;659;430;708;482
00031.ppm;298;431;335;468
00031.ppm;688;435;716;464
00031.ppm;742;435;777;470
00031.ppm;772;439;803;466
00031.ppm;738;445;755;464
00031.ppm;923;453;991;526
00031.ppm;935;453;986;511
00031.ppm;1001;457;1034;490
00031.ppm;947;484;1052;593
00031.ppm;1039;491;1064;517
00031.ppm;638;496;729;582
00031.ppm;72;504;119;555
00031.ppm;966;511;992;536
00031.ppm;246;519;271;542
00031.ppm;1064;529;1108;568
00031.ppm;612;530;657;571
00031.ppm;224;532;246;556
00031.ppm;339;533;356;548
00031.ppm;808;537;849;581
00031.ppm;1026;545;1070;595
00031.ppm;1010;546;1051;582
00031.ppm;917;549;953;590
00031.ppm;864;557;927;612
00031.ppm;1145;558;1192;600
00031.ppm;1312;561;1332;580
00031.ppm;1160;565;1191;597
00031.ppm;1317;583;1342;609
00031.ppm;1316;584;1337;608
00031.ppm;1254;628;1297;671
00031.ppm;191;706;241;751
00031.ppm;165;711;257;799
00031.ppm;3;718;80;799
00031.ppm;1315;739;1356;778
00031.ppm;153;754;186;789
00031.ppm;55;186;113;239
00031.ppm;183;209;217;240
00031.ppm;1029;62;1115;138
00031.ppm;633;108;669;144
00031.ppm;398;231;430;265
00031.ppm;62;38;92;68
00031.ppm;489;275;541;325
00031.ppm;489;144;649;325
00031.ppm;118;152;144;177
00031.ppm;489;144;651;325
00031.ppm;469;144;651;325
00031.ppm;601;291;705;410
00031.ppm;490;402;589;496
00031.ppm;536;204;574;247
00031.ppm;783;221;854;297
00031.ppm;470;487;552;559
00031.ppm;437;147;556;256
00031.ppm;606;102;669;165
00031.ppm;1192;225;1287;319
00031.ppm;156;229;199;274
00031.ppm;1191;83;1240;138
00031.ppm;78;91;222;222
00031.ppm;878;259;911;291
00031.ppm;1223;26;1284;84
00031.ppm;664;363;710;408
00031.ppm;601;291;711;410
00031.ppm;915;217;960;268
00031.ppm;178;380;350;536
00031.ppm;1029;62;1115;153
00031.ppm;1114;3;1190;77
00031.ppm;871;3;949;78
00031.ppm;178;380;356;548
00031.ppm;344;331;542;515
00031.ppm;583;148;651;221
00031.ppm;527;120;654;249
00031.ppm;1029;62;1115;157
00031.ppm;737;330;852;444
00031.ppm;1134;233;1173;275
00031.ppm;966;432;1068;536
00031.ppm;793;103;828;142
00031.ppm;921;453;991;529
00031.ppm;944;3;993;48
00031.ppm;150;667;171;687
00031.ppm;805;536;851;580
00031.ppm;344;331;542;538
00031.ppm;1085;240;1204;370
00031.ppm;858;437;930;513
00031.ppm;1031;403;1064;434
00031.ppm;1159;565;1191;597
00031.ppm;935;425;1013;511
00031.ppm;221;461;313;542
00031.ppm;882;214;931;258
00031.ppm;48;124;208;305
00031.ppm;1;288;61;341
00031.ppm;344;331;542;541
00031.ppm;755;39;792;74
00031.ppm;52;126;97;174
00031.ppm;944;3;1007;66
00031.ppm;966;432;1068;545
00031.ppm;757;268;877;395
00031.ppm;196;511;220;537
00031.ppm;907;453;991;533
00031.ppm;456;336;483;360
00031.ppm;1001;455;1066;516
00031.ppm;1055;247;1121;314
00031.ppm;737;330;930;513
00031.ppm;737;316;930;513
00031.ppm;344;331;546;541
00031.ppm;738;445;759;464
00031.ppm;886;143;915;174
00031.ppm;707;217;767;279
00031.ppm;609;451;735;571
00031.ppm;906;390;1013;511
00031.ppm;906;390;1020;511
00031.ppm;795;298;855;358
00031.ppm;856;201;886;230
00031.ppm;900;453;991;543
00031.ppm;355;497;409;558
00031.ppm;1107;330;1239;460
00031.ppm;1001;455;1066;523
00031.ppm;640;546;656;564
00031.ppm;886;575;930;618
00031.ppm;65;100;104;140
00031.ppm;1043;515;1067;540
00031.ppm;1251;120;1295;168
00031.ppm;81;2;212;144
00031.ppm;747;284;782;319
00031.ppm;1237;27;1257;49
00031.ppm;30;506;65;546
00031.ppm;537;492;590;546
00031.ppm;895;192;917;217
00031.ppm;198;129;228;159
00031.ppm;841;526;916;601
00031.ppm;37;431;142;525
00031.ppm;609;451;737;571
00031.ppm;1315;584;1337;608
00031.ppm;736;437;764;464
00031.ppm;1039;491;1108;568
00031.ppm;379;286;397;303
00031.ppm;766;428;847;521
00031.ppm;1096;257;1149;307
00031.ppm;880;389;1020;511
00031.ppm;2;505;63;570
00031.ppm;338;292;389;349
00031.ppm;1191;83;1241;138
00031.ppm;886;143;916;174
00031.ppm;340;296;425;387
00031.ppm;609;436;765;572
00031.ppm;1092;257;1149;307
00031.ppm;805;536;851;581
00031.ppm;1;434;117;543
00031.ppm;880;389;1020;521
00031.ppm;609;436;765;579
00031.ppm;609;430;765;579
00031.ppm;818;313;846;339
00031.ppm;706;503;736;537
00031.ppm;706;503;738;537
00031.ppm;245;501;284;540
00031.ppm;191;706;241;753
00031.ppm;136;706;241;799
00031.ppm;1257;88;1276;109
00031.ppm;609;430;779;579
00031.ppm;1092;224;1167;307
00031.ppm;1092;224;1168;307
00031.ppm;1092;224;1175;307
00031.ppm;873;389;1020;521
00031.ppm;245;501;287;540
00031.ppm;878;259;911;292
00031.ppm;878;259;911;293
00031.ppm;803;536;851;583
00031.ppm;1312;561;1332;581
00031.ppm;879;25;901;50
00031.ppm;1311;560;1332;581
00031.ppm;1311;560;1334;581
00032.ppm;166;3;199;34
00032.ppm;130;103;153;129
00032.ppm;1313;120;1343;152
00032.ppm;208;153;230;176
00032.ppm;1312;158;1342;186
00032.ppm;211;200;238;230
00032.ppm;269;202;334;263
00032.ppm;253;203;277;230
00032.ppm;214;206;233;226
00032.ppm;254;206;275;227
00032.ppm;374;206;398;233
00032.ppm;373;206;399;234
00032.ppm;539;206;845;492
00032.ppm;334;208;358;232
00032.ppm;517;209;546;240
00032.ppm;492;210;515;236
00032.ppm;455;212;475;235
00032.ppm;1334;220;1356;242
00032.ppm;333;228;361;257
00032.ppm;589;231;608;252
00032.ppm;309;232;334;258
00032.ppm;208;246;238;279
00032.ppm;210;248;235;276
00032.ppm;291;248;309;266
00032.ppm;213;254;232;271
00032.ppm;550;258;585;292
00032.ppm;136;264;178;311
00032.ppm;640;271;672;302
00032.ppm;655;277;671;294
00032.ppm;557;285;575;305
00032.ppm;335;286;353;302
00032.ppm;518;291;535;306
00032.ppm;211;297;234;323
00032.ppm;638;298;695;348
00032.ppm;213;302;231;318
00032.ppm;447;322;484;361
00032.ppm;635;332;660;356
00032.ppm;407;336;423;351
00032.ppm;643;338;688;387
00032.ppm;210;345;234;371
00032.ppm;210;348;233;369
00032.ppm;212;349;231;367
00032.ppm;251;355;286;388
00032.ppm;291;359;386;443
00032.ppm;536;360;557;379
00032.ppm;785;374;842;432
00032.ppm;706;379;729;399
00032.ppm;455;384;470;399
00032.ppm;635;386;653;404
00032.ppm;785;391;812;418
00032.ppm;1322;395;1359;431
00032.ppm;584;403;612;434
00032.ppm;774;416;815;459
00032.ppm;466;418;526;485
00032.ppm;1252;436;1287;468
00032.ppm;593;448;621;473
00032.ppm;396;454;462;526
00032.ppm;1179;485;1204;507
00032.ppm;293;497;364;568
00032.ppm;45;501;100;552
00032.ppm;637;504;657;526
00032.ppm;1089;507;1118;540
00032.ppm;168;508;197;536
00032.ppm;618;511;643;533
00032.ppm;1065;520;1082;535
00032.ppm;618;522;670;569
00032.ppm;656;531;684;560
00032.ppm;4;535;61;597
00032.ppm;1152;562;1179;586
00032.ppm;305;569;343;611
00032.ppm;194;571;224;603
00032.ppm;215;572;231;590
00032.ppm;4;573;116;688
00032.ppm;318;594;335;609
00032.ppm;589;217;649;283
00032.ppm;626;427;741;537
00032.ppm;626;406;767;537
00032.ppm;781;374;842;432
00032.ppm;210;296;235;324
00032.ppm;626;381;767;537
00032.ppm;363;438;458;527
00032.ppm;363;438;497;563
00032.ppm;646;315;662;330
00032.ppm;536;256;585;306
00032.ppm;1246;672;1356;772
00032.ppm;276;404;384;513
00032.ppm;252;202;277;230
00032.ppm;536;256;592;309
00032.ppm;1321;395;1359;431
00032.ppm;145;265;184;301
00032.ppm;626;381;800;545
00032.ppm;1241;672;1356;772
00032.ppm;347;506;382;545
00032.ppm;538;465;590;521
00032.ppm;604;465;654;519
00032.ppm;1256;244;1287;278
00032.ppm;136;264;184;311
00032.ppm;496;217;512;233
00032.ppm;626;381;807;545
00032.ppm;1241;244;1287;284
00032.ppm;1241;244;1287;286
00032.ppm;680;334;700;352
00032.ppm;1241;237;1287;286
00032.ppm;3;406;118;507
00032.ppm;333;205;358;232
00032.ppm;333;205;359;233
00032.ppm;450;406;466;422
00032.ppm;916;501;931;516
00032.ppm;212;348;232;367
00032.ppm;212;202;235;227
00032.ppm;253;203;279;231
00032.ppm;492;212;516;237
00032.ppm;293;497;371;568
00032.ppm;293;497;372;568
00032.ppm;489;209;518;240
00032.ppm;252;202;279;231
00032.ppm;293;497;373;568
00032.ppm;210;200;238;230
00032.ppm;239;508;276;546
00032.ppm;251;202;279;232
00032.ppm;1089;507;1122;543
00033.ppm;437;2;471;35
00033.ppm;585;2;606;21
00033.ppm;592;2;620;34
00033.ppm;618;3;664;43
00033.ppm;831;3;850;24
00033.ppm;584;4;606;27
00033.ppm;881;5;903;26
00033.ppm;1128;9;1174;54
00033.ppm;494;16;514;38
00033.ppm;1160;16;1191;44
00033.ppm;787;18;808;42
00033.ppm;899;28;922;52
00033.ppm;884;30;906;52
00033.ppm;970;34;987;49
00033.ppm;1174;40;1194;58
00033.ppm;473;42;502;71
00033.ppm;770;43;786;58
00033.ppm;1200;44;1234;82
00033.ppm;734;51;753;71
00033.ppm;1126;51;1146;72
00033.ppm;1101;54;1121;74
00033.ppm;712;55;742;88
00033.ppm;1256;60;1287;95
00033.ppm;1235;62;1283;117
00033.ppm;442;68;482;105
00033.ppm;791;68;862;130
00033.ppm;521;69;539;89
00033.ppm;901;70;930;99
00033.ppm;980;72;1008;100
00033.ppm;976;73;1005;99
00033.ppm;991;74;1022;101
00033.ppm;1159;78;1230;143
00033.ppm;1237;78;1258;101
00033.ppm;760;86;812;144
00033.ppm;1253;94;1284;121
00033.ppm;446;97;469;119
00033.ppm;358;106;387;135
00033.ppm;284;107;350;180
00033.ppm;365;108;397;136
00033.ppm;385;109;413;134
00033.ppm;978;114;1000;136
00033.ppm;750;117;767;135
00033.ppm;852;118;874;141
00033.ppm;979;124;1001;147
00033.ppm;743;134;777;165
00033.ppm;444;139;508;195
00033.ppm;379;140;430;198
00033.ppm;580;141;599;158
00033.ppm;1041;143;1079;186
00033.ppm;865;145;881;161
00033.ppm;793;148;815;169
00033.ppm;981;159;1007;182
00033.ppm;1012;163;1038;186
00033.ppm;1014;165;1074;234
00033.ppm;552;170;574;194
00033.ppm;576;176;593;192
00033.ppm;464;180;498;211
00033.ppm;909;189;950;226
00033.ppm;445;200;461;216
00033.ppm;706;202;729;223
00033.ppm;765;204;783;222
00033.ppm;363;216;379;234
00033.ppm;824;216;840;234
00033.ppm;1148;220;1171;240
00033.ppm;1259;220;1318;274
00033.ppm;317;229;338;248
00033.ppm;436;230;481;278
00033.ppm;708;232;726;251
00033.ppm;894;240;913;257
00033.ppm;776;246;798;271
00033.ppm;407;252;432;275
00033.ppm;286;264;302;282
00033.ppm;366;265;384;285
00033.ppm;100;269;133;301
00033.ppm;826;270;903;356
00033.ppm;343;273;374;305
00033.ppm;771;278;806;312
00033.ppm;465;296;565;386
00033.ppm;139;299;175;333
00033.ppm;1093;301;1119;324
00033.ppm;721;322;738;339
00033.ppm;1004;324;1051;365
00033.ppm;135;328;179;378
00033.ppm;690;337;752;396
00033.ppm;723;344;758;377
00033.ppm;1174;349;1197;375
00033.ppm;699;350;801;451
00033.ppm;163;355;183;374
00033.ppm;57;357;76;376
00033.ppm;1177;370;1198;390
00033.ppm;870;372;891;392
00033.ppm;800;373;819;391
00033.ppm;190;376;258;454
00033.ppm;486;377;552;439
00033.ppm;471;378;491;399
00033.ppm;170;399;200;429
00033.ppm;709;407;726;426
00033.ppm;410;419;425;436
00033.ppm;599;422;628;452
00033.ppm;455;427;539;501
00033.ppm;714;436;774;498
00033.ppm;436;474;469;504
00033.ppm;430;478;455;500
00033.ppm;341;481;361;502
00033.ppm;274;485;301;509
00033.ppm;290;486;311;508
00033.ppm;333;488;349;506
00033.ppm;420;491;438;510
00033.ppm;487;494;503;511
00033.ppm;27;511;83;565
00033.ppm;225;512;287;566
00033.ppm;331;525;388;578
00033.ppm;611;527;631;549
00033.ppm;453;541;475;562
00033.ppm;167;543;197;571
00033.ppm;455;544;472;560
00033.ppm;1224;550;1316;645
00033.ppm;1252;558;1356;674
00033.ppm;362;560;390;592
00033.ppm;3;562;53;606
00033.ppm;57;571;105;622
00033.ppm;1250;585;1288;626
00033.ppm;215;621;249;652
00033.ppm;408;74;469;129
00033.ppm;340;45;445;152
00033.ppm;987;143;1079;234
00033.ppm;1252;558;1357;674
00033.ppm;459;33;502;71
00033.ppm;580;141;602;166
00033.ppm;1247;372;1274;398
00033.ppm;529;253;557;284
00033.ppm;1230;566;1284;625
00033.ppm;592;91;646;148
00033.ppm;363;123;440;198
00033.ppm;791;68;874;141
00033.ppm;743;86;812;165
00033.ppm;418;275;494;343
00033.ppm;1239;585;1288;641
00033.ppm;1100;51;1230;180
00033.ppm;1001;2;1077;74
00033.ppm;1001;2;1077;88
00033.ppm;898;68;930;99
00033.ppm;1194;137;1231;173
00033.ppm;442;68;483;108
00033.ppm;985;80;1049;140
00033.ppm;912;144;938;169
00033.ppm;725;224;759;256
00033.ppm;725;207;776;256
00033.ppm;893;176;950;226
00033.ppm;987;221;1034;275
00033.ppm;725;204;783;256
00033.ppm;436;192;461;218
00033.ppm;1228;11;1266;53
00033.ppm;843;21;875;49
00033.ppm;831;3;875;49
00033.ppm;465;253;599;386
00033.ppm;780;179;805;207
00033.ppm;436;192;463;218
00033.ppm;521;327;539;346
00033.ppm;787;15;812;42
00033.ppm;422;333;482;388
00033.ppm;135;328;183;378
00033.ppm;1000;314;1051;365
00033.ppm;1000;314;1051;369
00033.ppm;1224;70;1258;101
00033.ppm;1212;3;1264;51
00033.ppm;1185;3;1249;65
00033.ppm;978;112;1003;136
00033.ppm;974;2;1150;186
00033.ppm;328;146;357;176
00033.ppm;331;525;390;592
00033.ppm;897;2;1001;115
00033.ppm;985;54;1037;102
00033.ppm;1200;187;1227;218
00033.ppm;882;30;906;52
00033.ppm;897;1;1001;115
00033.ppm;723;93;771;144
00033.ppm;21;266;79;323
00033.ppm;482;761;515;792
00033.ppm;831;3;875;50
00033.ppm;774;292;792;311
00033.ppm;295;2;349;51
00033.ppm;1217;288;1331;407
00033.ppm;1141;106;1179;148
00033.ppm;1133;106;1179;148
00033.ppm;715;93;771;144
00033.ppm;66;279;111;320
00033.ppm;100;269;175;338
00033.ppm;540;505;596;556
00033.ppm;100;267;175;338
00033.ppm;310;229;338;258
00033.ppm;123;328;200;404
00033.ppm;1005;107;1029;130
00033.ppm;540;504;596;556
00033.ppm;259;595;282;619
00033.ppm;385;265;404;285
00033.ppm;1005;107;1030;130
00033.ppm;630;364;688;429
00033.ppm;306;227;338;258
00033.ppm;852;44;869;61
00033.ppm;3;497;145;640
00033.ppm;306;227;340;258
00033.ppm;559;48;580;68
00033.ppm;27;511;84;566
00033.ppm;575;176;593;193
00033.ppm;917;138;933;154
00033.ppm;453;480;480;511
00033.ppm;541;530;567;553
00034.ppm;1316;35;1356;70
00034.ppm;1209;47;1238;74
00034.ppm;932;53;957;81
00034.ppm;1119;59;1153;94
00034.ppm;1058;63;1093;97
00034.ppm;1236;66;1327;151
00034.ppm;1247;69;1267;88
00034.ppm;1042;75;1062;94
00034.ppm;1263;84;1327;152
00034.ppm;1146;99;1194;151
00034.ppm;1229;116;1253;138
00034.ppm;882;119;898;136
00034.ppm;1007;125;1038;158
00034.ppm;1305;132;1352;174
00034.ppm;957;146;973;161
00034.ppm;424;147;483;211
00034.ppm;1251;160;1323;229
00034.ppm;70;187;98;216
00034.ppm;97;211;118;234
00034.ppm;907;345;934;374
00034.ppm;850;350;885;381
00034.ppm;730;354;792;417
00034.ppm;571;374;663;457
00034.ppm;804;380;843;423
00034.ppm;458;383;474;401
00034.ppm;430;383;575;526
00034.ppm;692;388;776;474
00034.ppm;634;389;665;424
00034.ppm;103;391;138;424
00034.ppm;839;391;878;432
00034.ppm;724;392;745;413
00034.ppm;827;392;856;418
00034.ppm;372;399;397;424
00034.ppm;180;411;221;450
00034.ppm;795;413;813;433
00034.ppm;98;417;120;438
00034.ppm;48;426;126;503
00034.ppm;710;427;731;448
00034.ppm;874;438;893;455
00034.ppm;907;441;924;460
00034.ppm;734;446;753;464
00034.ppm;139;448;195;508
00034.ppm;587;452;608;473
00034.ppm;697;480;722;506
00034.ppm;477;485;492;502
00034.ppm;713;497;739;522
00034.ppm;510;502;535;530
00034.ppm;739;504;780;551
00034.ppm;161;513;189;541
00034.ppm;705;515;743;549
00034.ppm;298;520;322;543
00034.ppm;423;520;449;546
00034.ppm;3;630;157;784
00034.ppm;1236;59;1334;151
00034.ppm;897;441;924;465
00034.ppm;888;432;924;465
00034.ppm;840;350;885;390
00034.ppm;1263;51;1356;152
00034.ppm;767;115;831;171
00034.ppm;727;354;792;417
00034.ppm;360;429;458;534
00034.ppm;360;429;474;553
00034.ppm;98;391;198;503
00034.ppm;684;382;714;414
00034.ppm;694;445;762;506
00034.ppm;694;445;764;506
00034.ppm;694;443;764;506
00034.ppm;867;426;924;478
00034.ppm;566;432;610;481
00034.ppm;1004;77;1030;101
00034.ppm;607;357;701;439
00034.ppm;354;429;474;553
00034.ppm;566;432;616;481
00034.ppm;983;339;1054;417
00034.ppm;727;352;793;417
00034.ppm;824;58;851;84
00034.ppm;744;525;767;550
00034.ppm;566;432;616;483
00034.ppm;854;432;878;456
00034.ppm;713;477;778;550
00034.ppm;694;427;764;506
00034.ppm;738;504;780;551
00034.ppm;475;500;540;562
00034.ppm;2;184;60;249
00034.ppm;136;448;195;508
00034.ppm;864;440;947;526
00035.ppm;357;1;426;72
00035.ppm;517;2;567;58
00035.ppm;534;2;560;27
00035.ppm;546;3;660;110
00035.ppm;364;6;379;22
00035.ppm;460;7;483;31
00035.ppm;700;7;718;24
00035.ppm;1028;27;1045;44
00035.ppm;1137;33;1158;57
00035.ppm;1227;38;1284;101
00035.ppm;396;39;416;62
00035.ppm;943;39;970;65
00035.ppm;962;40;982;60
00035.ppm;841;42;864;62
00035.ppm;327;44;386;101
00035.ppm;555;49;587;77
00035.ppm;769;50;791;70
00035.ppm;532;55;597;123
00035.ppm;519;57;536;76
00035.ppm;592;57;682;144
00035.ppm;860;61;903;105
00035.ppm;724;63;744;81
00035.ppm;736;65;757;86
00035.ppm;401;66;519;178
00035.ppm;480;68;524;111
00035.ppm;1181;75;1205;102
00035.ppm;1247;75;1264;90
00035.ppm;699;80;748;135
00035.ppm;995;80;1026;115
00035.ppm;787;81;810;104
00035.ppm;612;87;629;106
00035.ppm;534;88;552;107
00035.ppm;408;90;449;126
00035.ppm;955;93;979;114
00035.ppm;884;94;900;110
00035.ppm;540;102;559;122
00035.ppm;776;105;791;122
00035.ppm;1214;105;1236;127
00035.ppm;636;106;746;218
00035.ppm;675;108;706;141
00035.ppm;295;109;423;236
00035.ppm;329;110;350;132
00035.ppm;698;112;720;132
00035.ppm;897;114;926;140
00035.ppm;928;114;955;138
00035.ppm;915;120;932;137
00035.ppm;602;124;621;144
00035.ppm;500;126;548;177
00035.ppm;340;128;392;186
00035.ppm;460;131;476;146
00035.ppm;1209;131;1241;165
00035.ppm;580;134;627;178
00035.ppm;748;136;763;151
00035.ppm;811;136;828;152
00035.ppm;445;140;464;161
00035.ppm;1028;143;1106;217
00035.ppm;593;149;620;174
00035.ppm;1034;149;1068;183
00035.ppm;672;150;709;188
00035.ppm;1013;152;1040;177
00035.ppm;975;155;1014;193
00035.ppm;919;157;947;183
00035.ppm;1169;162;1211;202
00035.ppm;739;165;759;186
00035.ppm;1124;166;1149;189
00035.ppm;1263;166;1283;186
00035.ppm;951;167;971;190
00035.ppm;539;171;575;204
00035.ppm;321;175;364;222
00035.ppm;541;176;559;195
00035.ppm;1015;176;1033;192
00035.ppm;365;180;401;212
00035.ppm;339;182;366;209
00035.ppm;1028;191;1045;209
00035.ppm;533;194;560;218
00035.ppm;425;198;441;214
00035.ppm;350;199;372;219
00035.ppm;495;199;523;224
00035.ppm;411;202;426;219
00035.ppm;439;203;462;223
00035.ppm;987;203;1035;248
00035.ppm;1212;206;1231;225
00035.ppm;0;208;17;227
00035.ppm;421;210;437;225
00035.ppm;446;221;466;243
00035.ppm;656;222;694;256
00035.ppm;416;225;448;256
00035.ppm;295;227;333;263
00035.ppm;1240;229;1269;261
00035.ppm;768;233;790;258
00035.ppm;521;234;538;252
00035.ppm;1235;238;1324;340
00035.ppm;320;240;346;267
00035.ppm;1257;242;1289;276
00035.ppm;880;245;897;261
00035.ppm;993;249;1063;311
00035.ppm;826;251;888;308
00035.ppm;339;257;359;276
00035.ppm;1298;260;1323;283
00035.ppm;509;271;703;444
00035.ppm;924;273;945;293
00035.ppm;1082;276;1111;303
00035.ppm;741;279;775;316
00035.ppm;1045;280;1130;377
00035.ppm;664;282;727;339
00035.ppm;966;285;985;303
00035.ppm;1151;289;1197;336
00035.ppm;546;292;569;316
00035.ppm;947;292;981;330
00035.ppm;1301;292;1320;310
00035.ppm;572;293;597;321
00035.ppm;804;301;854;347
00035.ppm;322;307;343;330
00035.ppm;984;308;1004;328
00035.ppm;618;311;638;330
00035.ppm;913;311;932;328
00035.ppm;1147;311;1166;330
00035.ppm;796;319;836;360
00035.ppm;1151;321;1188;362
00035.ppm;510;322;551;358
00035.ppm;803;323;818;340
00035.ppm;575;324;637;384
00035.ppm;953;324;968;339
00035.ppm;1308;331;1332;355
00035.ppm;1219;336;1284;402
00035.ppm;703;339;751;391
00035.ppm;1299;340;1338;374
00035.ppm;1320;340;1346;369
00035.ppm;1098;346;1158;399
00035.ppm;1275;348;1310;384
00035.ppm;556;350;573;369
00035.ppm;890;368;909;385
00035.ppm;1079;372;1102;392
00035.ppm;183;378;256;454
00035.ppm;535;381;554;402
00035.ppm;1202;386;1241;422
00035.ppm;1285;386;1356;465
00035.ppm;485;391;521;427
00035.ppm;556;394;581;420
00035.ppm;387;405;440;459
00035.ppm;1244;421;1356;527
00035.ppm;561;427;591;460
00035.ppm;353;431;385;467
00035.ppm;50;443;70;466
00035.ppm;262;447;288;476
00035.ppm;447;453;550;552
00035.ppm;818;453;890;516
00035.ppm;116;455;133;470
00035.ppm;187;461;222;495
00035.ppm;31;470;109;538
00035.ppm;267;478;303;511
00035.ppm;454;482;475;502
00035.ppm;21;498;71;549
00035.ppm;206;500;269;560
00035.ppm;1029;511;1056;539
00035.ppm;863;514;899;546
00035.ppm;274;515;290;532
00035.ppm;503;515;542;551
00035.ppm;569;518;590;541
00035.ppm;736;519;751;534
00035.ppm;571;523;637;591
00035.ppm;924;525;941;540
00035.ppm;538;527;588;577
00035.ppm;398;538;423;563
00035.ppm;650;538;670;558
00035.ppm;39;541;61;566
00035.ppm;972;546;1003;575
00035.ppm;975;548;1002;572
00035.ppm;766;568;798;596
00035.ppm;647;578;678;610
00035.ppm;269;585;285;601
00035.ppm;365;589;388;614
00035.ppm;284;599;366;677
00035.ppm;1079;600;1128;644
00035.ppm;321;618;367;660
00035.ppm;1059;646;1083;673
00035.ppm;889;648;980;730
00035.ppm;281;672;310;699
00035.ppm;1078;702;1171;799
00035.ppm;210;713;234;736
00035.ppm;218;728;235;744
00035.ppm;1130;749;1175;799
00035.ppm;340;86;436;196
00035.ppm;1051;295;1077;323
00035.ppm;936;253;985;303
00035.ppm;533;352;567;385
00035.ppm;1238;145;1338;251
00035.ppm;1042;344;1075;381
00035.ppm;344;288;394;335
00035.ppm;404;148;430;177
00035.ppm;1209;131;1266;181
00035.ppm;1130;289;1197;361
00035.ppm;710;28;757;81
00035.ppm;340;86;449;196
00035.ppm;1209;131;1266;188
00035.ppm;664;282;734;352
00035.ppm;445;131;476;161
00035.ppm;544;215;582;251
00035.ppm;508;231;568;286
00035.ppm;376;7;496;123
00035.ppm;804;251;888;347
00035.ppm;444;384;509;447
00035.ppm;1045;280;1158;399
00035.ppm;462;126;548;208
00035.ppm;841;16;908;77
00035.ppm;445;131;481;166
00035.ppm;883;192;931;238
00035.ppm;519;324;641;440
00035.ppm;519;35;558;76
00035.ppm;444;384;532;467
00035.ppm;1257;242;1296;276
00035.ppm;499;250;597;358
00035.ppm;294;109;423;236
00035.ppm;1234;3;1356;132
00035.ppm;1028;101;1149;217
00035.ppm;1198;70;1233;106
00035.ppm;853;160;939;236
00035.ppm;606;390;633;414
00035.ppm;362;386;386;409
00035.ppm;841;16;946;134
00035.ppm;1000;67;1149;217
00035.ppm;1198;38;1306;146
00035.ppm;1045;181;1088;228
00035.ppm;804;251;972;443
00035.ppm;183;378;262;464
00035.ppm;364;589;388;614
00035.ppm;346;116;378;149
00035.ppm;310;81;346;113
00035.ppm;493;484;526;513
00035.ppm;959;165;1120;334
00035.ppm;610;3;737;114
00035.ppm;375;434;441;506
00035.ppm;1141;131;1266;254
00035.ppm;892;312;939;359
00035.ppm;387;405;440;463
00035.ppm;892;293;959;359
00035.ppm;840;136;939;236
00035.ppm;1213;411;1268;462
00035.ppm;803;362;890;455
00035.ppm;194;342;265;410
00035.ppm;575;186;601;212
00035.ppm;445;97;559;208
00035.ppm;269;601;295;625
00035.ppm;693;7;718;34
00035.ppm;466;354;563;461
00035.ppm;444;384;534;467
00035.ppm;560;108;604;156
00035.ppm;444;429;474;457
00035.ppm;375;405;440;463
00035.ppm;12;434;112;538
00035.ppm;262;447;293;477
00035.ppm;560;108;620;174
00035.ppm;818;453;899;546
00035.ppm;444;384;538;467
00035.ppm;698;73;723;97
00035.ppm;892;293;959;360
00035.ppm;1265;386;1356;490
00035.ppm;302;99;378;182
00035.ppm;919;157;953;189
00035.ppm;784;61;807;84
00035.ppm;503;509;548;551
00035.ppm;1175;62;1220;113
00035.ppm;1298;260;1323;284
00035.ppm;11;498;71;565
00035.ppm;634;242;734;352
00035.ppm;743;104;771;132
00035.ppm;3;498;71;573
00035.ppm;576;134;627;184
00035.ppm;599;14;649;65
00035.ppm;599;14;659;68
00035.ppm;661;35;677;53
00035.ppm;496;2;549;49
00035.ppm;1262;385;1280;401
00035.ppm;295;227;346;275
00035.ppm;532;2;560;28
00035.ppm;942;27;982;65
00035.ppm;857;468;950;563
00035.ppm;660;448;797;572
00035.ppm;1214;104;1238;127
00035.ppm;449;481;540;561
00035.ppm;1265;483;1292;512
00035.ppm;1233;395;1273;435
00035.ppm;477;317;521;367
00035.ppm;1000;196;1019;215
00035.ppm;509;271;703;461
00035.ppm;640;153;659;172
00035.ppm;441;189;467;213
00035.ppm;444;427;474;457
00035.ppm;1000;196;1024;222
00035.ppm;599;13;659;68
00035.ppm;520;233;538;252
00035.ppm;972;544;1003;575
00035.ppm;1129;20;1148;38
00035.ppm;807;453;886;522
00035.ppm;798;453;886;534
00035.ppm;518;226;545;252
00036.ppm;627;2;653;25
00036.ppm;197;3;273;89
00036.ppm;68;4;131;62
00036.ppm;154;5;197;46
00036.ppm;530;7;564;39
00036.ppm;424;10;459;49
00036.ppm;338;13;361;35
00036.ppm;69;16;90;40
00036.ppm;407;17;451;61
00036.ppm;656;17;701;68
00036.ppm;214;18;241;45
00036.ppm;28;19;57;46
